client_id,primary_org_id,first_name,last_name,middle_name,aliases,dob,age,gender,indigenous_identity,citizenship_status,veteran_status,primary_language,current_sleeping_location,housing_status,first_homeless_date,current_episode_start_date,days_homeless_past_3_years,chronic_homeless_flag,mental_health_flag,substance_use_flag,physical_health_flag,developmental_flag,bnl_active_flag,bnl_status,ca_enrolled_flag,ca_priority_level,assessment_tool,assessment_date,assessment_total_score,assessment_acuity_level,last_contact_date,ocap_protected,ocap_governing_nation,ocap_data_use_conditions,consent_coverage_level,default_sharing_scope,current_consent_id,phone,email
CLI-0455,ORG-0007,Sean,WYATT,Christina,,04/23/1995,31,male,non_indigenous,canadian_citizen,False,other,couch_surfing,homeless,02/15/2026,2026-04-13,898,False,True,False,True,False,True,active,True,p2,VI_SPDAT,2025-09-07,12.0,very_high,2026-02-08,False,,,partial,limited_agencies,CNS-00657,2504429042,amydavis@example.org
CLI-0456,ORG-0009,Katie,FORD,Angela,Latoya,1995-04-03,31,female,metis,canadian_citizen,False,english,couch_surfing,homeless,01/07/2021,2022-06-07,166,False,True,False,True,False,False,,False,,VI_SPDAT,2023-12-27,8.0,high,"February 24, 2026",True,Pauquachin,No secondary use; annual review; nation data steward approval,none,no_sharing,CNS-00660,,wmoore@example.com
CLI-0457,ORG-0003,Steven,Cole,,,"February 25, 1974",52,male,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2018-03-27,11/07/2023,1063,True,False,False,False,False,False,,True,p2,none,,,,2026-02-18,False,,,minimal,single_agency_only,CNS-00661,(250) 684-6921,johnnewman@example.net
CLI-0458,ORG-0008,Rhonda,Pearson,,,21/03/1975,51,female,first_nations,canadian_citizen,False,english,unknown,homeless,2024-10-17,2025-12-05,544,True,True,False,False,False,False,,False,,TAY_VI_SPDAT,2024-02-28,11.0,high,2026-01-28,True,Tsawout,No secondary use; annual review; nation data steward approval,minimal,single_agency_only,CNS-04355,(250) 909-5057,williamsmegan@example.org
CLI-0459,ORG-0002,Frank,aLVarEZ,,,2004-07-13,22,male,first_nations,canadian_citizen,False,english,unsheltered,homeless,2020-07-20,2025-06-22,547,False,True,False,False,False,False,,True,p2,TAY_VI_SPDAT,2025-05-01,12.0,very_high,25/01/2026,True,Songhees,No secondary use; annual review; nation data steward approval,partial,limited_agencies,CNS-03334,(250) 488-5321,owilliams@example.org
CLI-0460,ORG-0002,CHRIS,Brown,,,2006-06-02,20,male,unknown,unknown,False,english,housed,housed,"September 20, 2021",2022-10-21,665,False,True,True,False,False,False,,False,,VI_SPDAT,"July 06, 2024",16.0,very_high,2026-01-26,False,,,full,limited_agencies,CNS-03230,250-297-9327,stephanietaylor@example.com
CLI-0461,ORG-0009,Brian,NOLAN,,,2001-10-15,25,male,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2023-09-05,2023-11-12,344,False,False,False,False,False,False,,False,,TAY_VI_SPDAT,07/01/2024,11.0,high,"February 06, 2026",False,,,partial,limited_agencies,CNS-04578,250-811-9789,
CLI-0462,ORG-0002,Greg,Klein,,,"May 13, 2004",22,male,first_nations,canadian_citizen,False,english,emergency_shelter,homeless,11/02/2019,2020-04-03,573,True,False,True,False,False,False,,False,,VI_SPDAT,2025-10-07,10.0,high,2026-02-02,True,Songhees,No secondary use; annual review; nation data steward approval,full,no_sharing,CNS-00666,(250) 973-0735,travis68@example.org
CLI-0463,ORG-0006,Kathy,Thompson,,,1986-12-11,40,female,non_indigenous,refugee_claimant,False,english,emergency_shelter,homeless,15/02/2026,2026-04-07,135,False,False,False,True,False,True,housed,True,p2,none,,,,2026-02-16,False,,,partial,limited_agencies,CNS-02997,(250) 998-3886,N/A
CLI-0464,ORG-0008,david,Kim,,Scott,1998-12-13,28,male,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2023-04-24,2023-06-25,713,True,False,False,True,False,False,,False,,none,,,,2026-03-10,False,,,partial,no_sharing,CNS-03937,2504143577,ssmith@example.org
CLI-0465,ORG-0007,Kelly,MOORE,,Nathan,,53,female,non_indigenous,canadian_citizen,False,english,housed,housed,2019-09-16,04/13/2020,34,True,True,False,True,False,False,,False,,none,,,,2026-04-18,False,,,minimal,all_dsa_agencies,CNS-01964,(250) 522-1624,william26@example.org
CLI-0466,ORG-0001,Diane,Ortiz,,,2008-10-03,18,unknown,non_indigenous,canadian_citizen,False,english,hotel_motel,homeless,2021-03-12,2021-12-20,163,True,True,False,False,False,False,,False,,TAY_VI_SPDAT,2025-10-13,10.0,high,2026-04-06,False,,,partial,single_agency_only,CNS-04456,(250) 682-5743,amandaherman@example.net
CLI-0467,ORG-0001,George,Harper,Kristina,,06/17/1975,51,male,non_indigenous,canadian_citizen,False,english,institution,homeless,2018-08-30,04/02/2025,271,False,False,False,False,False,False,,False,,VI_SPDAT,2024-11-12,9.0,high,2026-04-17,False,,,minimal,limited_agencies,CNS-04658,,joseph58@example.com
CLI-0468,ORG-0008,Matthew,jOnEs,Cody,,23/05/1977,49,male,non_indigenous,unknown,False,english,emergency_shelter,homeless,2022-06-18,2024-04-10,950,True,True,True,True,False,False,,False,,VI_SPDAT,03/06/2026,5.0,moderate,2026-04-18,False,,,partial,all_dsa_agencies,CNS-00673,(250) 476-6115,
CLI-0469,ORG-0003,Michael,Mitchell,Jennifer,,06/05/1945,81,male,first_nations,permanent_resident,False,english,couch_surfing,homeless,16/08/2023,"March 09, 2024",462,False,True,True,True,True,False,,True,p2,VI_SPDAT,03/11/2025,8.0,high,2026-03-27,True,Pauquachin,No secondary use; annual review; nation data steward approval,partial,no_sharing,CNS-00674,(250) 950-9485,james46@example.org
CLI-0470,ORG-0001,Matthew,Escobar,Morgan,,02/08/1983,43,male,first_nations,canadian_citizen,False,french,couch_surfing,homeless,2020-07-02,2025-07-16,572,False,True,False,False,False,False,,False,,none,,,,2026-02-20,False,,,none,single_agency_only,CNS-01682,250-786-9357,
CLI-0471,ORG-0001,gavin,Aguilar,,,1953-08-08,73,male,non_indigenous,canadian_citizen,False,english,unknown,homeless,2021-06-09,2025-09-30,134,False,True,False,False,False,False,,False,,TAY_VI_SPDAT,2024-04-25,15.0,very_high,"March 09, 2026",False,,,minimal,limited_agencies,CNS-04397,(250) 453-3056,hharris@example.org
CLI-0472,ORG-0009,Charles,Bailey,Tammy,,2001-04-16,25,male,first_nations,canadian_citizen,False,indigenous_language,transitional_housing,homeless,10/04/2025,02/21/2026,170,True,False,False,False,False,False,,True,p2,VI_SPDAT,2023-05-16,5.0,moderate,2026-02-22,False,,,partial,all_dsa_agencies,CNS-02183,(250) 574-5399,vballard@example.org
CLI-0473,ORG-0008,Melissa,mYErS,Brooke,,"February 16, 1998",28,female,non_indigenous,permanent_resident,False,english,emergency_shelter,homeless,2018-12-21,2019-09-06,362,False,True,False,True,False,False,,False,,local,2024-12-20,14.0,very_high,01/22/2026,False,,,minimal,no_sharing,CNS-01805,2509571688,kathleenfitzgerald@example.com
CLI-0474,ORG-0007,Todd,Collins,Nicholas,,1985-10-21,41,male,non_indigenous,canadian_citizen,False,english,transitional_housing,homeless,2018-01-17,2024-06-12,757,False,False,False,False,False,True,active,True,p1,TAY_VI_SPDAT,2023-01-16,9.0,high,2026-02-28,False,,,none,all_dsa_agencies,CNS-00680,250-231-1863,oliviameyers@example.com
CLI-0475,ORG-0003,Rickey,Li,,,1964-10-05,62,male,non_indigenous,canadian_citizen,False,other,couch_surfing,homeless,2025-06-17,2025-08-26,558,False,True,False,False,False,True,active,True,p1,VI_SPDAT,2025-12-23,9.0,high,2026-03-06,False,,,full,no_sharing,CNS-03542,(250) 735-7255,obrown@example.org
CLI-0476,ORG-0005,MEAGAN,CALDERON,,,1960-06-06,66,female,unknown,canadian_citizen,False,english,housed,housed,06/30/2021,19/03/2026,193,False,False,False,True,False,True,active,True,p1,VI_SPDAT,2026-02-05,14.0,very_high,2026-04-13,False,,,minimal,all_dsa_agencies,CNS-00682,(250) 778-0881,
CLI-0477,ORG-0007,Parker,Jennings,Alicia,,1967-05-24,59,male,first_nations,canadian_citizen,False,english,housed,housed,2018-12-03,2022-09-01,374,False,True,False,False,False,False,,False,,TAY_VI_SPDAT,2025-08-21,7.0,moderate,2026-02-15,True,Esquimalt,No secondary use; annual review; nation data steward approval,partial,limited_agencies,CNS-01746,250-735-6296,mariadalton@example.org
CLI-0478,ORG-0009,maria,henderson,Michael,,10/26/1944,82,female,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,27/06/2024,2025-04-17,581,True,False,False,False,False,False,,False,,VI_SPDAT,2025-10-16,4.0,moderate,2026-01-19,False,,,full,no_sharing,CNS-02138,(250) 369-8002,yarroyo@example.net
CLI-0479,ORG-0004,Heidi,White,Jason,,1962-10-04,64,two_spirit,non_indigenous,canadian_citizen,False,english,transitional_housing,homeless,10/23/2025,2025-10-26,876,True,True,True,True,False,True,housed,True,p1,none,,,,2026-03-07,False,,,minimal,no_sharing,CNS-04845,(250) 414-9236,
CLI-0480,ORG-0007,Travis,TUCKER,,Jeremy,1966-03-07,60,male,metis,canadian_citizen,False,english,transitional_housing,homeless,2020-04-15,2024-12-03,256,False,True,False,True,True,False,,True,p1,VI_SPDAT,2025-12-20,9.0,high,2026-01-27,True,Tsawout,No secondary use; annual review; nation data steward approval,none,single_agency_only,CNS-00688,(250) 924-2358,
CLI-0481,ORG-0005,CHAD,joNEs,,,09/07/1974,52,male,non_indigenous,canadian_citizen,False,french,housed,housed,2019-02-10,27/02/2022,1087,True,True,False,True,False,False,,True,p3,TAY_VI_SPDAT,2024-05-09,15.0,very_high,2026-02-24,False,,,minimal,limited_agencies,CNS-00689,(250) 354-5179,chrisrodriguez@example.org
CLI-0482,ORG-0009,Sarah,Garcia,Kelli,,2002-01-11,24,female,non_indigenous,refugee_claimant,False,english,unsheltered,homeless,2024-10-01,2025-10-01,226,True,False,True,False,False,True,housed,True,p2,VI_SPDAT,2024-12-31,11.0,high,2026-03-20,False,,,partial,single_agency_only,CNS-02128,(250) 354-3739,harveymercedes@example.com
CLI-0483,ORG-0008,SaNDy,Stephenson,,,1963-02-19,63,female,non_indigenous,unknown,False,french,housed,housed,2018-05-31,04/15/2021,53,True,False,False,True,False,False,,True,p1,none,,,,02/14/2026,False,,,full,single_agency_only,CNS-04255,(250) 462-2420,turnerpatrick@example.net
CLI-0484,ORG-0004,Andrew,Rogers,,,1999-11-25,27,male,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2023-08-27,"April 14, 2025",499,True,False,False,False,False,False,,False,,none,,,,"March 17, 2026",False,,,partial,all_dsa_agencies,CNS-02590,(250) 676-1550,
CLI-0485,ORG-0002,ralph,anDersOn,Nicholas,,2010-11-09,16,male,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,02/21/2026,2026-04-08,448,True,True,False,True,False,False,,False,,VI_SPDAT,2023-05-10,9.0,high,2026-02-08,False,,,none,no_sharing,CNS-03711,2507847562,tashaharmon@example.com
CLI-0486,ORG-0001,Christopher,Guerra,,,1990-07-04,36,male,metis,unknown,False,english,emergency_shelter,homeless,2024-08-21,2026-04-12,705,False,False,False,True,False,False,,False,,local,07/08/2025,14.0,very_high,2026-03-14,False,,,partial,no_sharing,CNS-03705,(250) 404-2519,ramirezdesiree@example.com
CLI-0487,ORG-0005,RAY,Lamb,Gabriel,,1954-01-07,72,male,non_indigenous,refugee_claimant,False,english,couch_surfing,homeless,05/19/2023,2025-08-04,306,False,False,True,False,False,False,,False,,VI_SPDAT,"April 14, 2023",11.0,high,2026-03-25,False,,,full,limited_agencies,CNS-01429,(250) 609-2785,N/A
CLI-0488,ORG-0009,Jeffrey,Jenkins,Erica,,09/05/1999,27,male,first_nations,permanent_resident,True,english,emergency_shelter,homeless,2026-04-11,04/16/2026,973,False,False,True,False,False,False,,False,,family,2023-02-25,9.0,high,2026-04-14,True,Songhees,No secondary use; annual review; nation data steward approval,full,all_dsa_agencies,CNS-03176,(250) 373-6509,zconrad@example.org
CLI-0489,ORG-0002,cynthia,wallace,Justin,,2005-03-25,21,female,non_indigenous,permanent_resident,False,english,emergency_shelter,homeless,17/04/2018,12/21/2019,753,False,False,False,False,False,False,,False,,family,2024-08-21,2.0,low,2026-02-21,False,,,partial,all_dsa_agencies,CNS-04675,(250) 713-6017,calhounjulie@example.net
CLI-0490,ORG-0009,Nicole,Cole,Amanda,,1982-08-17,44,female,first_nations,canadian_citizen,False,english,emergency_shelter,homeless,29/03/2022,2024-03-05,729,False,False,False,False,False,True,inactive,True,p3,TAY_VI_SPDAT,2023-09-09,9.0,high,2026-02-18,False,,,none,limited_agencies,CNS-04485,(250) 481-8922,beardsarah@example.org
CLI-0491,ORG-0005,Emily,Stokes,Taylor,Mary,1970-06-10,56,female,non_indigenous,permanent_resident,False,english,unsheltered,homeless,2018-03-12,"March 12, 2025",408,True,False,False,True,False,False,,False,,VI_SPDAT,2024-06-01,13.0,very_high,2026-03-27,False,,,full,all_dsa_agencies,CNS-00706,250.474.4281,rodriguezjenny@example.com
CLI-0492,ORG-0005,Jacob,Valentine,Tracey,Steven,1943-08-08,83,male,non_indigenous,refugee_claimant,False,english,transitional_housing,homeless,13/03/2026,2026-04-01,864,False,True,True,True,True,True,housed,True,p3,local,2025-12-18,10.0,high,2026-03-15,False,,,partial,all_dsa_agencies,CNS-03186,(250) 837-8793,joseph97@example.org
CLI-0493,ORG-0005,Douglas,Reyes,,,21/05/1966,60,male,non_indigenous,permanent_resident,False,english,transitional_housing,homeless,2026-03-07,03/08/2026,203,False,False,True,False,False,False,,False,,family,2025-12-22,7.0,moderate,2026-03-24,False,,,full,limited_agencies,CNS-02845,(250) 755-0436,
CLI-0494,ORG-0002,Kelsey,Burch,Lisa,,,21,female,non_indigenous,canadian_citizen,False,english,hotel_motel,homeless,05/06/2020,2022-10-08,757,True,False,True,False,False,False,,True,p2,family,2024-03-30,7.0,moderate,2026-02-06,False,,,full,all_dsa_agencies,CNS-02956,(250) 775-1657,999
CLI-0495,ORG-0002,REBECCA,Taylor,,,2003-09-15,23,female,non_indigenous,unknown,False,other,couch_surfing,homeless,2018-12-11,2025-10-21,1064,False,True,False,False,False,True,active,True,p2,VI_SPDAT,2025-04-13,8.0,high,30/03/2026,False,,,full,all_dsa_agencies,CNS-03211,250-686-3678,
CLI-0496,ORG-0003,David,Davidson,Morgan,,04/07/2007,19,male,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,"August 30, 2022",2022-09-05,467,True,False,True,False,False,False,,False,,local,2023-05-26,13.0,very_high,03/02/2026,False,,,minimal,all_dsa_agencies,,(250) 991-9028,
CLI-0497,ORG-0009,JUSTIN,gaRCiA,,,1994-06-27,32,male,first_nations,canadian_citizen,False,english,unknown,homeless,2025-10-20,01/03/2026,296,True,False,True,True,False,True,active,True,p1,VI_SPDAT,2024-11-22,6.0,moderate,2026-02-18,True,Songhees,No secondary use; annual review; nation data steward approval,none,no_sharing,CNS-00713,(250) 961-1781,
CLI-0498,ORG-0007,Sarah,Rosales,Justin,,2004-03-14,22,female,first_nations,canadian_citizen,False,english,emergency_shelter,homeless,2025-09-07,2026-01-01,178,True,False,False,True,False,False,,False,,none,,,,2026-03-03,True,Esquimalt,No secondary use; annual review; nation data steward approval,minimal,all_dsa_agencies,CNS-00715,N/A,sylvia33@example.net
CLI-0499,ORG-0007,Pamela,Nelson,,,1975-08-21,51,female,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,2021-11-05,2023-07-09,516,False,False,False,False,False,True,inactive,True,p3,none,,,,2026-01-24,False,,,partial,limited_agencies,CNS-00716,,
CLI-0500,ORG-0006,Susan,Hernandez,,,12/01/2000,26,female,first_nations,canadian_citizen,False,english,unsheltered,homeless,2022-07-10,2025-11-15,891,False,False,False,True,False,False,,False,,VI_SPDAT,2026-02-05,17.0,very_high,2026-04-11,True,Esquimalt,No secondary use; annual review; nation data steward approval,none,all_dsa_agencies,CNS-00718,(250) 466-7490,
CLI-0501,ORG-0009,Jeffrey,potts,,,19/11/1963,63,male,non_indigenous,unknown,False,english,emergency_shelter,homeless,10/28/2022,2025-02-01,142,True,False,True,False,False,True,inactive,True,p1,VI_SPDAT,2023-08-30,5.0,moderate,2026-03-18,False,,,none,all_dsa_agencies,CNS-04156,250-257-1006,
CLI-0502,ORG-0008,Daniel,Hayes,,Michael,1943-12-08,83,male,non_indigenous,canadian_citizen,False,english,transitional_housing,homeless,2018-01-14,11/25/2021,864,False,True,True,False,False,False,,False,,none,,,,2026-03-03,False,,,full,limited_agencies,CNS-02945,(250) 643-1696,christopher57@example.com
CLI-0503,ORG-0007,Alyssa,Brown,,,1976-02-26,50,female,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2023-12-06,2024-10-22,719,False,False,True,False,False,False,,False,,VI_SPDAT,2026-01-13,13.0,very_high,2026-02-07,False,,,partial,single_agency_only,CNS-02975,(250) 822-5430,nathanielwinters@example.net
CLI-0504,ORG-0009,Kathryn,YOUNG,Virginia,Nicholas,1979-03-16,47,female,first_nations,canadian_citizen,False,english,transitional_housing,homeless,04/16/2018,2018-10-29,165,False,False,False,False,False,True,housed,True,p1,VI_SPDAT,30/05/2023,16.0,very_high,03/01/2026,True,Tsawout,No secondary use; annual review; nation data steward approval,full,no_sharing,CNS-02587,,
CLI-0505,ORG-0007,ALFRED,Galvan,,,1954-08-21,72,male,first_nations,canadian_citizen,False,english,transitional_housing,homeless,2026-02-22,2026-03-19,873,True,True,True,False,False,False,,False,,VI_SPDAT,2025-10-04,5.0,moderate,2026-04-09,True,Esquimalt,No secondary use; annual review; nation data steward approval,none,no_sharing,CNS-02983,N/A,
CLI-0506,ORG-0001,Ryan,Santos,,,01/05/1961,65,male,non_indigenous,canadian_citizen,False,other,couch_surfing,homeless,2021-11-14,2024-02-13,252,True,True,True,True,False,False,,False,,none,,,,2026-02-09,False,,,full,all_dsa_agencies,CNS-02723,(250) 545-1990,dylan78@example.com
CLI-0507,ORG-0003,Rick,Taylor,Justin,,1977-04-27,49,male,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2024-06-29,2025-05-25,127,False,False,True,True,False,True,housed,True,p1,VI_SPDAT,2024-07-18,11.0,high,2026-02-24,False,,,full,limited_agencies,CNS-04154,(250) 486-6839,susan19@example.com
CLI-0508,ORG-0008,Sandra,HoRtoN,Dominic,,1993-02-05,33,female,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2019-02-25,"March 13, 2026",426,False,False,True,False,False,False,,False,,none,,,,2026-03-22,False,,,none,limited_agencies,CNS-01883,2505858725,marvinhoward@example.com
CLI-0509,ORG-0007,Michele,West,,,18/03/1973,53,female,non_indigenous,other,False,english,emergency_shelter,homeless,2025-11-08,23/11/2025,854,True,False,False,True,False,False,,True,p1,TAY_VI_SPDAT,2023-02-01,11.0,high,03/06/2026,False,,,full,no_sharing,CNS-00730,(250) 986-8834,rmolina@example.org
CLI-0510,ORG-0009,Abigail,Miller,Jonathan,,1999-06-11,27,female,first_nations,canadian_citizen,False,english,unsheltered,homeless,2018-10-26,2025-03-20,314,False,True,False,False,False,False,,False,,VI_SPDAT,30/12/2025,7.0,moderate,2026-04-16,True,Esquimalt,No secondary use; annual review; nation data steward approval,minimal,limited_agencies,CNS-03224,(250) 204-5383,coopersamantha@example.net
CLI-0511,ORG-0007,Sandy,Dunn,,,1960-03-02,66,female,non_indigenous,canadian_citizen,False,english,unknown,homeless,2021-05-07,2026-04-18,721,False,True,False,False,False,False,,False,,local,2024-12-11,7.0,moderate,2026-03-17,False,,,none,all_dsa_agencies,CNS-04857,250-763-0863,carolfernandez@example.net
CLI-0512,ORG-0008,Nicholas,rose,Daniel,Keith,1953-07-15,73,male,inuit,canadian_citizen,False,english,transitional_housing,homeless,2023-07-22,07/04/2025,1038,False,True,False,True,False,False,,False,,none,,,,02/07/2026,False,,,partial,single_agency_only,CNS-00734,250-955-1605,
CLI-0513,ORG-0009,Eric,Williams,Robert,,1986-09-01,40,male,metis,canadian_citizen,False,english,couch_surfing,homeless,2018-05-07,2025-11-22,285,True,True,True,True,False,False,,True,p3,VI_SPDAT,03/07/2024,17.0,very_high,2026-02-20,True,Songhees,No secondary use; annual review; nation data steward approval,partial,no_sharing,CNS-00736,(250) 257-7765,amiller@example.org
CLI-0514,ORG-0008,Riley,bryant,,,1976-10-10,50,male,non_indigenous,canadian_citizen,False,english,unknown,homeless,2024-06-04,2024-09-17,726,False,False,False,False,False,False,,False,,VI_SPDAT,2024-11-22,15.0,very_high,2026-03-21,False,,,partial,single_agency_only,CNS-03095,,stonebarbara@example.com
CLI-0515,ORG-0007,Ashley,Stein,Candice,,04/28/1948,78,female,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,05/03/2022,2025-06-20,694,False,True,False,False,False,False,,True,p3,local,04/04/2024,8.0,high,2026-01-19,False,,,partial,single_agency_only,CNS-02376,,jodisutton@example.com
CLI-0516,ORG-0002,ALEXIS,Robertson,,,10/03/2002,24,female,first_nations,canadian_citizen,False,english,unsheltered,homeless,2018-12-29,22/08/2022,631,False,True,False,False,False,False,,False,,VI_SPDAT,2025-01-19,1.0,low,"April 08, 2026",True,Tsawout,No secondary use; annual review; nation data steward approval,partial,no_sharing,CNS-00740,(250) 894-9667,uwilson@example.com
CLI-0517,ORG-0008,DAVID,thomas,,,1998-06-02,28,male,non_indigenous,canadian_citizen,True,english,unknown,homeless,2023-11-17,03/15/2025,153,True,False,False,True,False,True,active,True,p3,VI_SPDAT,2024-04-26,12.0,very_high,2026-03-25,False,,,minimal,no_sharing,CNS-00742,(250) 893-4029,
CLI-0518,ORG-0003,Jessica,menDez,,,"June 28, 1991",35,female,non_indigenous,canadian_citizen,False,english,institution,homeless,2024-01-28,2025-11-05,725,False,False,True,True,False,False,,False,,VI_SPDAT,2024-08-12,7.0,moderate,2026-02-10,False,,,partial,single_agency_only,CNS-00744,250.682.4451,
CLI-0519,ORG-0002,cynthia,Butler,Elizabeth,,,17,unknown,first_nations,canadian_citizen,False,english,housed,housed,2021-07-24,2021-12-12,456,True,True,True,False,False,True,active,True,p3,TAY_VI_SPDAT,2026-02-11,14.0,very_high,2026-02-11,False,,,full,single_agency_only,CNS-00747,2507817488,smoore@example.org
CLI-0520,ORG-0005,Angela,villegas,,,1985-10-20,41,unknown,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2018-01-28,2019-07-13,780,False,False,True,False,False,False,,False,,VI_SPDAT,2023-05-23,15.0,very_high,2026-03-27,False,,,partial,limited_agencies,CNS-00749,(250) 354-5123,barrytanya@example.org
CLI-0521,ORG-0009,ANDREA,Fox,,,1997-10-05,29,female,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,2023-04-17,2025-07-22,1092,False,True,False,False,False,True,active,True,p2,VI_SPDAT,"August 08, 2025",9.0,high,2026-03-01,False,,,minimal,single_agency_only,CNS-00752,(250) 803-6009,ethomas@example.net
CLI-0522,ORG-0009,Jordan,Mcneil,Angela,,1986-10-02,40,male,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,2022-12-07,08/11/2023,990,False,False,False,False,False,False,,False,,local,"March 20, 2024",8.0,high,2026-04-01,False,,,partial,all_dsa_agencies,CNS-02425,(250) 211-3394,
CLI-0523,ORG-0006,Jeanette,HARRISON,Cynthia,,1942-10-07,84,female,unknown,canadian_citizen,False,english,unknown,homeless,2020-09-29,2025-03-03,446,False,False,False,False,False,True,inactive,True,p3,VI_SPDAT,2025-08-06,10.0,high,2026-03-23,False,,,partial,limited_agencies,CNS-03299,,lynnjames@example.org
CLI-0524,ORG-0007,VERONICA,King,,,1994-05-19,32,female,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,2024-09-07,2025-12-30,1049,False,True,False,False,False,True,inactive,True,p1,VI_SPDAT,"February 17, 2026",5.0,moderate,26/03/2026,False,,,partial,limited_agencies,CNS-03474,(250) 469-2857,phillipsjamie@example.net
CLI-0525,ORG-0003,ALAN,Kramer,,,1998-12-28,28,male,metis,canadian_citizen,False,indigenous_language,emergency_shelter,homeless,2025-10-11,2026-04-18,792,True,False,False,False,False,False,,False,,VI_SPDAT,2023-03-24,9.0,high,13/02/2026,True,Esquimalt,No secondary use; annual review; nation data steward approval,full,single_agency_only,CNS-01378,(250) 955-5179,Unknown
CLI-0526,ORG-0005,GREGORY,QUINN,,Courtney,11/10/1978,48,male,first_nations,canadian_citizen,False,english,hotel_motel,homeless,2026-03-10,2026-04-16,743,True,True,False,False,False,False,,False,,VI_SPDAT,2025-11-13,5.0,moderate,2026-02-12,False,,,full,limited_agencies,CNS-04783,(250) 409-1038,qduffy@example.com
CLI-0527,ORG-0001,Patricia,Moss,,Marvin,1978-08-03,48,female,first_nations,canadian_citizen,False,english,unsheltered,homeless,2019-04-21,07/25/2020,813,False,False,True,True,False,False,,True,p1,none,,,,2026-03-17,True,Songhees,No secondary use; annual review; nation data steward approval,partial,single_agency_only,CNS-03775,(250) 530-5160,wolfekevin@example.com
CLI-0528,ORG-0009,Andrew,PAYNE,,Lisa,1974-04-02,52,male,inuit,canadian_citizen,True,english,unsheltered,homeless,2018-04-05,2024-07-09,838,True,True,True,False,False,False,,True,p1,VI_SPDAT,2023-10-03,9.0,high,2026-02-07,True,Tsawout,No secondary use; annual review; nation data steward approval,minimal,no_sharing,CNS-02105,(250) 824-0813,jared69@example.net
CLI-0529,ORG-0003,Christopher,Maxwell,Steven,,1949-06-24,77,male,non_indigenous,canadian_citizen,False,english,institution,homeless,2019-02-04,2021-08-29,959,False,True,False,False,False,False,,False,,VI_SPDAT,2025-01-20,12.0,very_high,2026-03-09,False,,,minimal,limited_agencies,CNS-04883,250-498-0485,999
CLI-0530,ORG-0004,Michael,Welch,,,2010-08-02,16,male,non_indigenous,canadian_citizen,False,indigenous_language,emergency_shelter,homeless,18/06/2019,2020-11-17,606,True,False,True,False,True,False,,True,p1,local,2023-11-21,16.0,very_high,2026-04-16,False,,,full,limited_agencies,CNS-00761,250-868-1456,frowland@example.com
CLI-0531,ORG-0005,Robin,brown,,Kimberly,2010-06-13,16,non_binary,non_indigenous,canadian_citizen,False,english,transitional_housing,homeless,2019-03-13,2020-09-23,544,False,False,False,False,False,True,active,True,p1,TAY_VI_SPDAT,2025-11-19,12.0,very_high,2026-02-03,False,,,full,limited_agencies,CNS-02470,250-249-3350,anthony76@example.net
CLI-0532,ORG-0001,Judith,CARTER,,,1984-05-25,42,non_binary,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,05/11/2021,2025-10-17,154,True,True,True,False,False,False,,False,,VI_SPDAT,2025-08-04,10.0,high,02/17/2026,False,,,minimal,all_dsa_agencies,CNS-03681,(250) 444-3101,hendersonbrenda@example.com
CLI-0533,ORG-0001,Andrew,Gonzalez,Bobby,,04/26/1990,36,male,first_nations,permanent_resident,False,english,emergency_shelter,homeless,05/10/2019,08/24/2025,41,True,False,True,False,False,False,,False,,VI_SPDAT,2023-11-17,11.0,high,"March 16, 2026",True,Esquimalt,No secondary use; annual review; nation data steward approval,minimal,no_sharing,CNS-03640,(250) 230-2275,yvang@example.org
CLI-0534,ORG-0007,Taylor,Robertson,,Veronica,,48,female,non_indigenous,canadian_citizen,True,english,unsheltered,homeless,2018-07-28,08/01/2023,1024,True,False,False,False,False,False,,False,,VI_SPDAT,"April 14, 2026",10.0,high,2026-02-18,False,,,full,single_agency_only,CNS-01876,(250) 440-4093,fblake@example.com
CLI-0535,ORG-0001,Kimberly,King,,,1978-01-09,48,female,non_indigenous,canadian_citizen,False,english,institution,homeless,2020-03-25,2025-06-04,929,True,False,False,False,False,False,,False,,family,2025-04-21,16.0,very_high,08/03/2026,False,,,full,limited_agencies,CNS-00770,(250) 338-8199,amy13@example.net
